game_name,reviews_like_rate,all_reviews_number,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads
Assassin's Creed® III Remastered,62,11421,"29 Mar, 2019",Ubisoft Entertainment,"Action, Adventure, Open World, RPG",win,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",31.99,Single-player,17,3.44,3,46,2650000
Nine Sols,95,25750,"29 May, 2024",RedCandleGames,"Souls-like, Action, 2D, Platformer","win, mac","English, Simplified Chinese, Traditional Chinese, Japanese, Korean, French, German, Russian, Ukrainian, Portuguese - Brazil, Spanish - Latin America, Italian, Spanish - Spain, Polish",14.99,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",13,4.07,4,29,857500
Job Simulator,91,3958,"5 Apr, 2016",Owlchemy Labs,Simulation,win,"English, French, German, Japanese, Korean, Spanish - Latin America",10.49,"Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Captions available, SteamVR Collectibles, Family Sharing",10,3.52,1,5,952900
Sephiria,91,1928,"3 Apr, 2025",TEAM HORAY,"Action, Roguelike, Fantasy",win,"English, Korean, Japanese, Simplified Chinese, Spanish - Spain, Russian",7.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",10,4.5,3,12,108300
Lords Mobile,66,5612,"3 Jun, 2019",IGG SINGAPORE PTE. LTD.,"Strategy, War",win,"English, French, Italian, German, Spanish - Spain, Ukrainian, Russian, Turkish, Japanese, Polish, Thai, Simplified Chinese, Traditional Chinese, Portuguese - Portugal, Vietnamese, Arabic, Korean, Spanish - Latin America",0.0,"MMO, Online PvP, Cross-Platform Multiplayer, In-App Purchases, Remote Play on Phone, Remote Play on Tablet",0,2.75,1,45,240
ENDER MAGNOLIA: Bloom in the Mist,95,12461,"22 Jan, 2025",Adglobe,"2D, Fantasy, Action, RPG, Souls-like",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Japanese, Korean",12.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.96,3,20,401100
Bramble: The Mountain King,94,4953,"27 Apr, 2023",Dimfrost Studio,"Horror, Adventure, Survival",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Japanese, Portuguese - Portugal, Russian, Simplified Chinese, Turkish, Finnish, Norwegian, Swedish, Korean, Polish, Traditional Chinese, Ukrainian",14.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.4,3,6,280400
Fahrenheit: Indigo Prophecy Remastered,81,5020,"29 Jan, 2015",Quantic Dream,"Story Rich, RPG","win, mac, linux","English, French, German, Spanish - Spain",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.54,3,12,1940000
I Am Cat,66,262,"5 Dec, 2024",NEW FOLDER GAMES LTD,"Simulation, Cute",win,English,10.49,"Single-player, Tracked Controller Support, VR Only, In-App Purchases, Family Sharing",0,2.12,2,11,20300
Trans-Siberian Railway Simulator,91,1327,"30 May, 2024",Pentacle,"Early Access, Simulation, Action",win,"English, German, Polish, Russian, French, Spanish - Spain, Simplified Chinese, Italian, Japanese, Czech, Portuguese - Portugal, Turkish, Hungarian",10.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,4.09,3,21,69400
Ale & Tale Tavern,88,5924,"5 Sep, 2024",Scienart Games,"Adventure, Simulation",win,"English, Russian, French, Italian, German, Spanish - Spain, Hungarian, Traditional Chinese, Simplified Chinese, Korean, Polish, Portuguese - Portugal, Romanian, Thai, Turkish, Ukrainian, Czech, Japanese, Vietnamese, Portuguese - Brazil, Spanish - Latin America",6.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.0,3,4,568300
Punch Club,82,11304,"8 Jan, 2016",Lazy Bear Games,"Pixel Graphics, Management, RPG, Fighting","win, mac, linux","English, German, Russian, French, Spanish - Spain, Portuguese - Brazil, Italian, Simplified Chinese, Japanese, Polish, Turkish, Czech, Korean",5.79,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",13,3.41,3,17,2780000
The Mortuary Assistant,92,6154,"2 Aug, 2022",DarkStone Digital,"Horror, Simulation",win,"English, French, Portuguese - Brazil, Italian, German, Japanese, Korean, Simplified Chinese, Turkish, Spanish - Latin America",12.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.64,3,24,545800
Portal 2,98,359524,"19 Apr, 2011",Valve,"Platformer, Puzzle, Story Rich","win, linux","English, French, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Hungarian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Bulgarian, Greek, Portuguese - Brazil, Spanish - Latin America, Ukrainian",5.79,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Stats, Includes level editor, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",10,4.41,3,17,36010000
Project Hospital,88,7476,"30 Oct, 2018",Oxymoron Games,"Simulation, Building, Management, Strategy","win, mac, linux","English, French, German, Spanish - Spain, Czech, Portuguese - Brazil, Spanish - Latin America, Traditional Chinese, Russian, Turkish, Ukrainian, Italian, Simplified Chinese, Dutch, Japanese, Hungarian, Polish, Korean, Swedish",12.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Family Sharing",10,3.23,3,48,617600
Goose Goose Duck,86,72453,"3 Oct, 2021","Gaggle Studios, Inc.","2D, Action, Cute","win, mac","English, French, German, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese, Turkish, Italian, Czech, Hungarian, Polish, Russian, Vietnamese, Ukrainian",0.0,"Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",0,4.0,3,46,25120000
Tainted Grail: Conquest,90,6851,"27 May, 2021",Questline,"Card Game, Fantasy, RPG","win, linux","English, French, German, Polish, Russian, Simplified Chinese, Spanish - Latin America",19.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",17,3.65,3,23,505300
Tails of Iron 2: Whiskers of Winter,78,1057,"28 Jan, 2025",Odd Bug Studio,"Action, Souls-like, Combat, RPG","win, mac, linux","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.72,2,17,46300
Persona 5 Royal,96,68290,"21 Oct, 2022",ATLUS,"JRPG, Story Rich, Anime",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese",59.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,4.34,3,80,3080000
The Hundred Line -Last Defense Academy-,89,3937,"24 Apr, 2025",Too Kyo Games,"Story Rich, Adventure, Anime, Visual Novel, Simulation",win,"English, Japanese, Simplified Chinese, Traditional Chinese",59.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.53,3,65,143100
Total War: MEDIEVAL II – Definitive Edition,95,24825,"15 Nov, 2006",CREATIVE ASSEMBLY,"Strategy, Turn-Based, War, Tactical, Simulation","win, mac, linux","English, French, Italian, German, Spanish - Spain, Czech, Hungarian, Polish, Russian",19.99,"Single-player, Steam Trading Cards, Family Sharing",10,4.19,4,64,3650000
Shin Megami Tensei V: Vengeance,93,5856,"14 Jun, 2024",ATLUS,"JRPG, Story Rich, Adventure, Turn-Based",win,"English, French, Italian, German, Spanish - Spain, Traditional Chinese, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Turkish, Russian",59.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,4.23,3,63,378100
Shinobi Warfare,67,215,"14 Jun, 2022",TechnoTal,"RPG, Turn-Based, Tactical, 2D",win,English,0.0,"Online PvP, Online Co-op, Cross-Platform Multiplayer, In-App Purchases",10,3.5,3,40,173800
Killer is Dead - Nightmare Edition,76,3658,"23 May, 2014",KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,"Action, Combat",win,"English, French, Italian, German, Spanish - Spain, Japanese",14.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",17,3.64,2,14,4420000
DreadOut Remastered Collection,66,15,"14 May, 2025",Digital Happiness,"Adventure, Survival, Horror, Puzzle",win,"English, Indonesian, Japanese, Korean, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Hungarian, Polish, Portuguese - Portugal, Russian",14.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,2.04,2,12,1500
SpongeBob SquarePants™: The Patrick Star Game,82,141,"4 Oct, 2024",PHL Collective,"Sandbox, Action, Adventure, Open World, Cute",win,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Swedish",39.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,2.3,1,10,8800
Rise of the Tomb Raider™,94,109985,"9 Feb, 2016",Crystal Dynamics,"Adventure, Action, Story Rich, Open World","win, mac, linux","English, French, Italian, German, Spanish - Spain, Dutch, Polish, Portuguese - Brazil, Russian, Japanese, Simplified Chinese, Traditional Chinese, Korean, Arabic",14.99,"Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",17,4.15,4,27,10150000
BattleBit Remastered,85,124519,"15 Jun, 2023",SgtOkiDoki,"Early Access, FPS, War, Tactical",win,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Dutch, Finnish, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Belarusian, Estonian, Macedonian, Serbian, Slovak, Swedish",14.99,"MMO, Online PvP",17,3.45,3,16,7100000
Age of Empires II (Retired),95,83416,"10 Apr, 2013",Skybox Labs,"Strategy, Building, Management, Tactical",win,"English, German, French, Italian, Korean, Spanish - Spain, Simplified Chinese, Russian, Japanese, Dutch, Portuguese - Brazil",9.99,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing",10,4.27,4,53,8470000
TopSpin 2K25,54,1434,"26 Apr, 2024",Hangar 13,"Sports, Simulation",win,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Simplified Chinese, Spanish - Latin America, Traditional Chinese",19.99,"Single-player, Online PvP, Shared/Split Screen PvP, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",0,4.0,4,60,98400
Pumping Simulator,72,468,"20 Dec, 2020",Lance Games,"Simulation, Management","win, mac","English, Russian, Turkish, Simplified Chinese, Japanese, French, German",2.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",0,3.25,3,24,55000
The Talos Principle 2,95,11092,"2 Nov, 2023",Croteam,"Puzzle, Story Rich, Adventure, Simulation, Platformer",win,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish",14.99,"Single-player, Steam Achievements, Steam Cloud, HDR available, Family Sharing",10,4.16,4,38,561500
SpeedRunners,94,22539,"19 Apr, 2016",DoubleDutch Games,"Platformer, 2D","win, mac, linux","English, French, Italian, German, Spanish - Spain, Czech, Romanian, Russian, Simplified Chinese, Dutch, Hungarian, Greek, Norwegian, Portuguese - Brazil, Turkish, Ukrainian, Polish, Japanese, Korean",7.99,"Single-player, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",10,3.59,3,26,5740000
Six Days in Fallujah,82,11615,"22 Jun, 2023",Highwire Games,"Early Access, Tactical, Realistic, FPS",win,"English, French, German, Korean, Simplified Chinese, Spanish - Latin America, Italian, Spanish - Spain, Portuguese - Brazil, Portuguese - Portugal, Turkish",11.99,"Single-player, Online Co-op, Steam Achievements, Family Sharing",17,2.61,3,13,739900
ICBM: Escalation,87,777,"21 Nov, 2024",SoftWarWare,"Strategy, War",win,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Russian",14.99,"Single-player, Online PvP, Online Co-op, Steam Achievements, Family Sharing",13,3.09,4,43,62100
Core Keeper,92,41475,"27 Aug, 2024",Pugstorm,"Pixel Graphics, Open World, Survival, Crafting, Sandbox","win, linux","English, Simplified Chinese, Thai, German, Japanese, Korean, Spanish - Spain, French, Italian, Portuguese - Brazil, Traditional Chinese, Russian, Ukrainian",9.99,"Single-player, Online Co-op, Steam Cloud, Family Sharing",10,3.54,3,40,3480000
Cult of the Lamb,95,89488,"11 Aug, 2022",Massive Monster,"Building, Cute, Action, Roguelike","win, mac","English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",12.49,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",13,3.81,3,24,4220000
Level Devil,87,185,"25 Mar, 2025",Unept,"2D, Platformer, Action",win,"English, French, German, Spanish - Spain, Japanese, Portuguese - Brazil, Portuguese - Portugal, Simplified Chinese, Spanish - Latin America, Traditional Chinese",3.99,"Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Cloud, Family Sharing",17,2.96,2,4,28600
The Headliners,85,4941,"30 Jan, 2025",KAFI,"Horror, Action",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Ukrainian, Turkish, Croatian",4.49,"Single-player, Online Co-op, Steam Achievements, Family Sharing",17,3.14,2,19,817700
Call of Juarez: Gunslinger,94,18457,"22 May, 2013",Techland,"Action, FPS, Story Rich",win,"English, German, French, Italian, Spanish - Spain, Russian, Japanese, Polish, Portuguese - Brazil",9.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",17,3.69,3,10,7620000
Counter-Strike: Source,96,126155,"1 Nov, 2004",Valve,"FPS, Action","win, linux","English, French, German, Italian, Japanese, Korean, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Thai, Turkish",5.79,"Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Stats, Includes Source SDK, Family Sharing",17,3.87,3,63,26660000
Plant Tycoon,92,179,"27 Sep, 2007",Last Day of Work,"Simulation, Management",win,English,9.99,"Single-player, Family Sharing",13,4.05,2,76,31800
Machinarium,95,14005,"16 Oct, 2009",Amanita Design,"Puzzle, 2D, Cute","win, mac","English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish, Ukrainian",6.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",10,3.88,3,8,2470000
MULLET MADJACK,97,6545,"15 May, 2024",HAMMER95,"FPS, Action, Anime",win,"English, Japanese, Portuguese - Brazil, Spanish - Spain, Russian, Korean, Polish, Simplified Chinese, Traditional Chinese, Spanish - Latin America, Ukrainian, French, Italian",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",17,3.56,3,7,318800
Viking Rise,72,559,"22 May, 2024",IGG SINGAPORE PTE. LTD.,"Strategy, RPG, War",win,"English, French, Italian, German, Spanish - Spain, Russian, Indonesian, Turkish, Japanese, Thai, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Portuguese - Portugal, Spanish - Latin America, Vietnamese, Arabic, Korean",0.0,"MMO, Online PvP, Online Co-op, Cross-Platform Multiplayer, In-App Purchases",13,2.71,2,73,167300
Hero's Land,55,43720,"18 May, 2023",钢之直男工作室,"Survival, Open World, MMORPG",win,"English, Simplified Chinese, Traditional Chinese, Japanese, Korean, Thai, Vietnamese, Indonesian, French, Italian, German, Spanish - Spain, Portuguese - Portugal",0.0,"MMO, Online PvP, Steam Achievements, In-App Purchases, Remote Play Together",10,2.14,2,66,3010000
PANICORE,80,8735,"31 May, 2024",ZTEK Studio,"Horror, Action, Adventure, Roguelike",win,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Simplified Chinese, Danish, Finnish, Greek, Indonesian, Japanese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Swedish, Thai, Czech, Turkish, Ukrainian, Hungarian, Vietnamese",2.99,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",10,3.0,3,2,1160000
